demand_id,buyer_id,crop,variety,required_quantity_tons,maximum_price_per_quintal,description,demand_date,required_by_date,cluster,district,taluka,village
D3584,B4172,Cashew,Vengurla-8,8.74,19905.76,Sourcing Cashew for export-quality grading and packaging.,2026-05-07,2026-06-18,Konkan,Sindhudurg,Vaibhavwadi,Lore
D3585,B4008,Wheat,NIAW-34,17.83,2877.51,"Procurement need for good quality Wheat, open to multiple sellers.",2026-06-25,2026-07-29,Marathwada,Nanded,Nanded,Wadi Bk.
D3586,B2640,Turmeric,Selam,16.24,17002.47,Bulk Turmeric requirement for processing.,2026-08-09,2026-09-10,Western Maharashtra (Desh),Sangli,Palus,Andhali
D3587,B1122,Udid,Not Specified,54.29,8000.63,Need consistent Udid supply for ongoing operations.,2026-07-26,2026-10-03,Konkan,Thane,Murbad,Deogaon
D3588,B0664,Cotton,Bt Cotton (Bollgard II hybrid),11.8,8354.58,Looking for fresh Cotton for wholesale procurement.,2026-04-30,2026-06-16,Vidarbha,Chandrapur,Nagbhid,Balapur Bk.
D3589,B0049,Rice,Karjat-3,73.72,4467.93,Inviting offers for Rice from farmers in the region.,2026-07-08,2026-10-19,Vidarbha,Gadchiroli,Sironcha,Jafrabad Chak
D3590,B0281,Turmeric,Not Specified,24.08,12274.4,Requirement raised for Turmeric to meet upcoming production schedule.,2026-08-19,2026-09-08,Western Maharashtra (Desh),Sangli,Tasgaon,Arwade
D3591,B2591,Rice,Karjat-3,75.32,3333.67,Looking to procure Rice for institutional buyers.,2026-08-10,2026-10-08,Konkan,Sindhudurg,Dodamarg,Panturli
D3592,B0070,Sunflower,Not Specified,59.24,5718.61,Buyer looking to purchase Sunflower directly from farmers.,2026-07-31,2026-10-22,Vidarbha,Buldhana,Jalgaon Jamod,Sungaon
D3593,B2851,Soybean,JS 20-29,42.06,6769.12,"Procurement need for good quality Soybean, open to multiple sellers.",2026-08-11,2026-11-13,Vidarbha,Wardha,Ashti,Wadala
D3594,B4137,Sunflower,KBSH-1,71.11,7685.15,Looking to procure Sunflower for institutional buyers.,2026-05-19,2026-07-05,Vidarbha,Buldhana,Deulgaon Raja,Andhera
D3595,B0588,Maize,Ganga Safed-2,14.91,2013.48,Buyer looking to purchase Maize directly from farmers.,2026-05-08,2026-08-10,Khandesh,Nandurbar,Nandurbar,Adachhi
D3596,B2544,Tur,BDN-711,14.64,7366.45,Inviting offers for Tur from farmers in the region.,2026-05-24,2026-07-18,Marathwada,Parbhani,Pathri,Babhulgaon
D3597,B1424,Cotton,Suraj Bt,55.31,9431.67,Bulk Cotton requirement for processing.,2026-08-19,2026-12-08,Marathwada,Latur,Jalkot,Chera
D3598,B3169,Tur,Phule Rajeshwari,22.59,8416.77,"Procurement need for good quality Tur, open to multiple sellers.",2026-07-13,2026-11-01,Marathwada,Latur,Chakur,Ajansonda Kh.
D3599,B0705,Wheat,Not Specified,51.8,3440.99,Sourcing Wheat for export-quality grading and packaging.,2026-06-23,2026-07-19,Marathwada,Nanded,Mukhed,Jamb Bk.
D3600,B3817,Banana,Not Specified,22.1,2614.15,Need consistent Banana supply for ongoing operations.,2026-06-30,2026-07-21,Khandesh,Jalgaon,Parola,Babhale Nag
D3601,B0379,Maize,Ganga Safed-2,16.82,2026.5,Sourcing Maize for export-quality grading and packaging.,2026-05-14,2026-06-14,Khandesh,Nandurbar,Nandurbar,Akrale
D3602,B3883,Udid,Not Specified,39.19,7831.34,Sourcing Udid in bulk for our processing unit.,2026-07-16,2026-08-13,Konkan,Thane,Thane,Adavli
D3603,B4368,Sugarcane,Not Specified,226.22,343.39,Need consistent Sugarcane supply for ongoing operations.,2026-04-30,2026-07-11,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rendal
D3604,B0663,Vari,Not Specified,70.21,4424.83,Bulk Vari requirement for processing.,2026-07-24,2026-11-08,Konkan,Palghar,Palghar,Chahade
D3605,B2490,Sunflower,Morden,38.38,6559.21,"Standing requirement for Sunflower, quantity flexible based on quality.",2026-06-25,2026-09-01,Vidarbha,Buldhana,Mehkar,Anjani Bk.
D3606,B3191,Rice,Not Specified,61.68,4306.9,Need consistent Rice supply for ongoing operations.,2026-05-11,2026-07-31,Konkan,Raigad,Mahad,Gherakilla Raigad (Raigadwadi)
D3607,B3655,Vari,Not Specified,65.27,4638.36,Looking to procure Vari for institutional buyers.,2026-07-09,2026-09-25,Konkan,Thane,Shahapur,Cherpoli
D3608,B1159,Turmeric,Not Specified,10.18,12725.64,Bulk Turmeric requirement for processing.,2026-05-19,2026-06-23,Western Maharashtra (Desh),Sangli,Miraj,Bamnoli
D3609,B3127,Linseed,Not Specified,32.18,6068.11,Looking for fresh Linseed for wholesale procurement.,2026-06-22,2026-09-18,Vidarbha,Gondia,Tiroda,Arjuni
D3610,B1700,Groundnut,Phule Unnati,43.88,8612.08,Need consistent Groundnut supply for ongoing operations.,2026-08-06,2026-09-05,Western Maharashtra (Desh),Sangli,Khanapur,Balvadi
D3611,B1359,Soybean,Not Specified,21.89,6547.28,Sourcing Soybean for export-quality grading and packaging.,2026-08-08,2026-10-08,Marathwada,Jalna,Ghansawangi,Kumbhar Pimpalgaon
D3612,B3120,Maize,Not Specified,28.04,2583.06,Buyer looking to purchase Maize directly from farmers.,2026-05-25,2026-08-12,Khandesh,Nandurbar,Nandurbar,Akrale
D3613,B1678,Vari,Not Specified,9.02,5179.24,Bulk Vari requirement for processing.,2026-05-10,2026-08-01,Konkan,Thane,Thane,Adavli
D3614,B3409,Sugarcane,Not Specified,409.12,341.1,Looking to procure Sugarcane for institutional buyers.,2026-05-14,2026-07-01,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Vaijapur,Khandala
D3615,B2421,Mango (Alphonso),Alphonso (Hapus),23.82,29963.28,Sourcing Mango (Alphonso) for export-quality grading and packaging.,2026-06-29,2026-08-04,Konkan,Sindhudurg,Malwan,Kalethar
D3616,B2146,Field Beans,Local Konkan landrace,17.76,3757.54,"Standing requirement for Field Beans, quantity flexible based on quality.",2026-06-24,2026-08-05,Konkan,Raigad,Shrivardhan,Arathi
D3617,B3958,Maize,Not Specified,22.48,2335.2,"Procurement need for good quality Maize, open to multiple sellers.",2026-04-29,2026-06-28,Khandesh,Dhule,Sindkheda,Chimthane
D3618,B4435,Soybean,MAUS 71,66.33,5159.43,Sourcing Soybean for export-quality grading and packaging.,2026-06-02,2026-07-07,Marathwada,Nanded,Ardhapur,Kamtha Bk.
D3619,B2823,Sunflower,Not Specified,21.67,8069.35,Sourcing Sunflower for export-quality grading and packaging.,2026-08-26,2026-12-05,Vidarbha,Buldhana,Shegaon,Shegaon (R)
D3620,B0931,Wheat,Not Specified,18.51,3362.41,Buyer looking to purchase Wheat directly from farmers.,2026-06-16,2026-08-08,Vidarbha,Yavatmal,Yavatmal,Moha
D3621,B2296,Tur,ICPL-87,11.51,8079.11,Looking to procure Tur for institutional buyers.,2026-05-21,2026-06-27,Marathwada,Latur,Deoni,Batanpur
D3622,B0672,Coconut,Dwarf Green,8.37,3344.59,Need consistent Coconut supply for ongoing operations.,2026-05-17,2026-06-08,Konkan,Sindhudurg,Malwan,Waghavane
D3623,B0168,Wheat,Lokwan,35.89,2862.86,Buyer looking to purchase Wheat directly from farmers.,2026-07-27,2026-10-21,Vidarbha,Gondia,Deori,Fukkimeta
D3624,B2742,Soybean,Not Specified,41.38,6786.97,Sourcing Soybean for export-quality grading and packaging.,2026-07-11,2026-09-06,Marathwada,Nanded,Kandhar,Shiradhon
D3625,B4724,Ragi,Dapoli-2,22.34,3554.21,"Standing requirement for Ragi, quantity flexible based on quality.",2026-05-07,2026-06-21,Konkan,Raigad,Tala,Adnale
D3626,B1105,Chickoo,Cricket Ball,7.34,3195.8,Buyer looking to purchase Chickoo directly from farmers.,2026-08-11,2026-09-16,Konkan,Thane,Murbad,Deogaon
D3627,B2916,Rice,Ambemohar,57.69,4500.97,Bulk Rice requirement for processing.,2026-08-26,2026-09-21,Konkan,Palghar,Jawhar,Vavar
D3628,B3545,Areca Nut,Mangala,25.18,50592.98,Sourcing Areca Nut for export-quality grading and packaging.,2026-06-14,2026-07-09,Konkan,Sindhudurg,Sawantwadi,Amboli
D3629,B0776,Chickoo,Not Specified,10.09,2075.83,"Standing requirement for Chickoo, quantity flexible based on quality.",2026-07-04,2026-08-06,Konkan,Palghar,Vikramgad,Balapur
D3630,B2887,Gram,JAKI-9218,57.55,6405.02,Bulk Gram requirement for processing.,2026-06-28,2026-08-31,Marathwada,Latur,Renapur,Kharola
D3631,B3363,Cashew,Konkan Kalpa,7.04,22132.2,"Procurement need for good quality Cashew, open to multiple sellers.",2026-07-12,2026-07-25,Konkan,Sindhudurg,Malwan,Kalethar
D3632,B3211,Gram,JAKI-9218,54.44,4959.95,"Procurement need for good quality Gram, open to multiple sellers.",2026-07-26,2026-08-21,Marathwada,Latur,Chakur,Ambulga
D3633,B4093,Sunflower,Phule Raviraj,33.33,7575.68,Sourcing Sunflower for export-quality grading and packaging.,2026-05-25,2026-08-07,Vidarbha,Buldhana,Mehkar,Anjani Bk.
D3634,B1818,Cotton,Not Specified,52.18,8740.96,Bulk Cotton requirement for processing.,2026-08-12,2026-10-06,Marathwada,Nanded,Kandhar,Kurla
D3635,B0630,Field Beans,Local Konkan landrace,13.62,2865.06,Looking for fresh Field Beans for wholesale procurement.,2026-06-13,2026-06-26,Konkan,Raigad,Tala,Ambeli
D3636,B1988,Ragi,Dapoli-1,22.96,4081.79,Requirement raised for Ragi to meet upcoming production schedule.,2026-07-11,2026-09-16,Konkan,Thane,Ambarnath,Ashele
D3637,B4125,Tur,Phule Rajeshwari,66.43,8345.41,"Procurement need for good quality Tur, open to multiple sellers.",2026-07-30,2026-11-07,Vidarbha,Amravati,Nandgaon Khandeshwar,Dabha
D3638,B4491,Chickoo,Not Specified,7.75,3036.15,Sourcing Chickoo in bulk for our processing unit.,2026-08-26,2026-09-18,Konkan,Thane,Murbad,Deogaon
D3639,B1263,Turmeric,Rajapuri,24.97,18152.97,Bulk Turmeric requirement for processing.,2026-07-01,2026-07-28,Western Maharashtra (Desh),Sangli,Atpadi,Ambewadi
D3640,B0572,Bajra,Not Specified,53.51,2506.31,Inviting offers for Bajra from farmers in the region.,2026-08-19,2026-09-21,Western Maharashtra (Desh),Pune,Pune City,Keshavnagar-Mundwa
D3641,B2082,Field Beans,Not Specified,34.21,5123.02,Bulk Field Beans requirement for processing.,2026-08-13,2026-09-03,Konkan,Raigad,Mangaon,Ambarle
D3642,B1540,Udid,BDU-1,16.76,8173.24,"Procurement need for good quality Udid, open to multiple sellers.",2026-07-18,2026-09-14,Konkan,Palghar,Dahanu,Bordi
D3643,B2933,Gram,JAKI-9218,56.13,5956.59,Requirement raised for Gram to meet upcoming production schedule.,2026-06-03,2026-08-07,Marathwada,Latur,Ausa,Killari
D3644,B3192,Coconut,Banawali,23.83,2794.86,Need consistent Coconut supply for ongoing operations.,2026-07-21,2026-09-02,Konkan,Sindhudurg,Devgad,Padel
D3645,B2767,Mango (Alphonso),Not Specified,24.5,21908.69,Buyer looking to purchase Mango (Alphonso) directly from farmers.,2026-08-01,2026-08-30,Konkan,Sindhudurg,Kankavli,Waingani
D3646,B2969,Cashew,Not Specified,22.9,18424.39,Looking to procure Cashew for institutional buyers.,2026-06-09,2026-06-21,Konkan,Sindhudurg,Kankavli,Waingani
D3647,B4608,Banana,Not Specified,22.67,4790.33,Sourcing Banana for export-quality grading and packaging.,2026-05-15,2026-06-24,Khandesh,Jalgaon,Raver,Ajanad
D3648,B1542,Coconut,Banawali,17.82,4647.84,Bulk Coconut requirement for processing.,2026-08-19,2026-09-11,Konkan,Sindhudurg,Dodamarg,Panturli
D3649,B3855,Groundnut,TAG-24,37.91,7271.14,Seeking regular Groundnut supply from nearby farmers.,2026-05-17,2026-09-03,Western Maharashtra (Desh),Pune,Baramati,Anjangaon
D3650,B1855,Ragi,Not Specified,34.69,4005.73,Seeking regular Ragi supply from nearby farmers.,2026-06-13,2026-09-29,Konkan,Ratnagiri,Chiplun,Ketki
D3651,B1407,Cotton,Not Specified,54.98,10112.96,Bulk Cotton requirement for processing.,2026-07-31,2026-10-31,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Nagar,Akolner
D3652,B1881,Jowar,Not Specified,12.7,5289.73,"Procurement need for good quality Jowar, open to multiple sellers.",2026-05-26,2026-07-20,Western Maharashtra (Desh),Pune,Ambegaon,Ahupe
D3653,B3555,Udid,BDU-1,14.93,8180.43,Looking to procure Udid for institutional buyers.,2026-08-11,2026-10-12,Konkan,Thane,Murbad,Dhasai
D3654,B2200,Maize,Pratap Hybrid-1,65.17,2040.95,Looking to procure Maize for institutional buyers.,2026-08-26,2026-09-23,Khandesh,Nashik,Nashik,Agartakali
D3655,B1289,Ragi,Not Specified,11.75,4234.4,Requirement raised for Ragi to meet upcoming production schedule.,2026-04-30,2026-08-09,Konkan,Palghar,Jawhar,Kharonda
D3656,B2521,Udid,TAU-1,55.57,9423.36,Bulk Udid requirement for processing.,2026-07-29,2026-10-27,Konkan,Thane,Bhiwandi,Anjur
D3657,B3489,Sunflower,Not Specified,77.48,6382.58,Sourcing Sunflower in bulk for our processing unit.,2026-04-30,2026-08-06,Vidarbha,Buldhana,Sindkhed Raja,Adgaon Raja
D3658,B2335,Linseed,Parbhani Alsi,27.15,7072.91,"Standing requirement for Linseed, quantity flexible based on quality.",2026-08-02,2026-09-20,Vidarbha,Gadchiroli,Kurkheda,Wadegaon
D3659,B3830,Jowar,Maldandi,64.03,2980.39,Requirement raised for Jowar to meet upcoming production schedule.,2026-08-26,2026-12-16,Vidarbha,Wardha,Seloo,Ghorad
D3660,B0458,Chickoo,Cricket Ball,15.78,2031.18,Bulk Chickoo requirement for processing.,2026-05-03,2026-05-25,Konkan,Thane,Thane,Agasan
D3661,B2608,Sunflower,Morden,21.68,6890.85,Seeking regular Sunflower supply from nearby farmers.,2026-05-04,2026-06-20,Vidarbha,Buldhana,Jalgaon Jamod,Asalgaon
D3662,B1982,Vari,Local Bhagar landrace,39.01,4588.79,Buyer looking to purchase Vari directly from farmers.,2026-07-21,2026-09-05,Konkan,Thane,Murbad,Dhasai
D3663,B4669,Turmeric,Phule Swarupa,18.36,10089.67,Sourcing Turmeric in bulk for our processing unit.,2026-05-13,2026-05-27,Western Maharashtra (Desh),Sangli,Palus,Ankalkhop
D3664,B4439,Vari,Not Specified,22.28,4615.17,"Standing requirement for Vari, quantity flexible based on quality.",2026-08-11,2026-10-14,Konkan,Thane,Ambarnath,Chinchpada
D3665,B1039,Cashew,Vengurla-4,13.68,17569.98,Looking to procure Cashew for institutional buyers.,2026-05-25,2026-06-16,Konkan,Sindhudurg,Kankavli,Bandargaon
D3666,B2214,Udid,Phule Uttara,62.55,8591.69,Inviting offers for Udid from farmers in the region.,2026-07-22,2026-09-15,Konkan,Thane,Kalyan,Antarli
D3667,B2109,Chickoo,Kalipatti,7.1,4213.26,Inviting offers for Chickoo from farmers in the region.,2026-06-23,2026-07-19,Konkan,Thane,Shahapur,Shirol
D3668,B0306,Turmeric,Rajapuri,25.93,10922.11,"Procurement need for good quality Turmeric, open to multiple sellers.",2026-08-04,2026-08-25,Western Maharashtra (Desh),Sangli,Jat,Asangi Jat
D3669,B3144,Soybean,Not Specified,67.86,6220.02,Requirement raised for Soybean to meet upcoming production schedule.,2026-05-02,2026-06-30,Marathwada,Nanded,Kinwat,Bodhadi Bk.
D3670,B1673,Chickoo,Cricket Ball,21.66,2703.17,Inviting offers for Chickoo from farmers in the region.,2026-07-25,2026-09-06,Konkan,Palghar,Talasari,Upalat
D3671,B3058,Mango (Alphonso),Not Specified,32.89,28322.99,Looking to procure Mango (Alphonso) for institutional buyers.,2026-08-18,2026-09-12,Konkan,Raigad,Uran,Bandhpada
D3672,B4664,Rice,Kolam,84.82,4231.28,Requirement raised for Rice to meet upcoming production schedule.,2026-05-30,2026-09-08,Vidarbha,Nagpur,Nagpur Rural,Beltarodi
D3673,B0788,Sugarcane,Not Specified,301.52,397.91,Sourcing Sugarcane in bulk for our processing unit.,2026-07-03,2026-10-06,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Akhatwade
D3674,B4285,Bajra,ICTP-8203,57.47,4110.27,Requirement raised for Bajra to meet upcoming production schedule.,2026-06-08,2026-09-11,Marathwada,Jalna,Ambad,Jamkhed
D3675,B4167,Chickoo,Not Specified,10.46,2523.29,Sourcing Chickoo in bulk for our processing unit.,2026-08-06,2026-09-10,Konkan,Palghar,Vada,Abitghar
D3676,B3091,Groundnut,TAG-24,36.4,7668.64,"Standing requirement for Groundnut, quantity flexible based on quality.",2026-07-19,2026-10-10,Western Maharashtra (Desh),Pune,Purandhar,Ambodi
D3677,B0135,Sunflower,KBSH-1,40.99,7758.37,Looking to procure Sunflower for institutional buyers.,2026-05-02,2026-07-21,Vidarbha,Buldhana,Lonar,Bibi
D3678,B4787,Sugarcane,Co 94012,377.44,611.86,Bulk Sugarcane requirement for processing.,2026-05-03,2026-06-24,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rendal
D3679,B4290,Udid,TAU-2,15.5,7700.29,Requirement raised for Udid to meet upcoming production schedule.,2026-06-28,2026-10-24,Konkan,Palghar,Vada,Abitghar
D3680,B2669,Maize,Ganga Safed-2,13.38,2520.65,Buyer looking to purchase Maize directly from farmers.,2026-08-24,2026-12-14,Khandesh,Dhule,Shirpur,Boradi
D3681,B0786,Udid,TAU-1,26.08,9261.84,Looking to procure Udid for institutional buyers.,2026-05-26,2026-07-26,Konkan,Palghar,Mokhada,Poshera
D3682,B1700,Groundnut,Not Specified,32.38,8739.48,Buyer looking to purchase Groundnut directly from farmers.,2026-07-18,2026-09-22,Western Maharashtra (Desh),Sangli,Khanapur,Balvadi
D3683,B0153,Sugarcane,Not Specified,564.07,379.51,Looking for fresh Sugarcane for wholesale procurement.,2026-07-26,2026-10-11,Marathwada,Latur,Udgir,Kiniyalladevi
D3684,B3347,Linseed,Not Specified,39.87,7890.75,Need consistent Linseed supply for ongoing operations.,2026-06-18,2026-07-18,Vidarbha,Gondia,Amgaon,Anjora
D3685,B1112,Wheat,Not Specified,54.79,2409.55,Seeking regular Wheat supply from nearby farmers.,2026-08-11,2026-10-30,Western Maharashtra (Desh),Pune,Junnar,Agar
D3686,B0591,Gram,JAKI-9218,67.73,6514.04,Bulk Gram requirement for processing.,2026-06-12,2026-07-11,Marathwada,Latur,Udgir,Arasnal
D3687,B1066,Tur,BSMR-736,42.96,8520.53,Need consistent Tur supply for ongoing operations.,2026-06-29,2026-08-15,Vidarbha,Akola,Akola,Borgaon
D3688,B3084,Areca Nut,Not Specified,14.22,58823.66,Bulk Areca Nut requirement for processing.,2026-07-24,2026-08-18,Konkan,Sindhudurg,Malwan,Waghavane
D3689,B4238,Tur,Not Specified,45.15,8133.79,Buyer looking to purchase Tur directly from farmers.,2026-08-17,2026-09-17,Marathwada,Dharashiv (Osmanabad),Kalamb,Diksal
D3690,B3157,Ragi,Phule Nachani,15.08,2800.63,Bulk Ragi requirement for processing.,2026-05-02,2026-06-06,Konkan,Thane,Ambarnath,Chinchpada
D3691,B1158,Jowar,Phule Yashoda,33.78,3833.23,"Standing requirement for Jowar, quantity flexible based on quality.",2026-07-27,2026-08-21,Marathwada,Parbhani,Sonpeth,Ukhali Bk.
D3692,B2409,Turmeric,Not Specified,17.44,12872.0,Sourcing Turmeric for export-quality grading and packaging.,2026-07-07,2026-08-08,Western Maharashtra (Desh),Sangli,Jat,Ankalagi
D3693,B4295,Mango (Alphonso),Ratna,5.8,11610.35,Requirement raised for Mango (Alphonso) to meet upcoming production schedule.,2026-06-28,2026-07-11,Konkan,Raigad,Karjat,Khadyachapada
D3694,B1592,Linseed,Not Specified,19.47,6281.16,Sourcing Linseed in bulk for our processing unit.,2026-05-30,2026-09-08,Vidarbha,Gondia,Salekasa,Tirkhedi
D3695,B2115,Turmeric,Selam,13.96,16606.07,"Procurement need for good quality Turmeric, open to multiple sellers.",2026-06-02,2026-07-16,Western Maharashtra (Desh),Sangli,Jat,Asangi Jat
D3696,B0590,Maize,Not Specified,18.19,1990.17,Need consistent Maize supply for ongoing operations.,2026-07-30,2026-09-04,Khandesh,Nashik,Nandgaon,Girananagar
D3697,B3906,Rice,Not Specified,73.75,3335.08,"Procurement need for good quality Rice, open to multiple sellers.",2026-08-15,2026-11-05,Vidarbha,Gondia,Salekasa,Pipariya
D3698,B2470,Groundnut,SB-11,38.44,8734.28,Seeking regular Groundnut supply from nearby farmers.,2026-07-30,2026-09-10,Western Maharashtra (Desh),Sangli,Tasgaon,Anjani
D3699,B3180,Sunflower,Phule Raviraj,40.07,6057.02,Looking for fresh Sunflower for wholesale procurement.,2026-07-10,2026-10-13,Vidarbha,Buldhana,Buldhana,Chandol
D3700,B4001,Sunflower,Not Specified,27.53,6632.23,Requirement raised for Sunflower to meet upcoming production schedule.,2026-07-23,2026-11-12,Vidarbha,Buldhana,Motala,Rohinkhed
D3701,B2350,Areca Nut,Not Specified,35.41,54724.27,Sourcing Areca Nut for export-quality grading and packaging.,2026-06-17,2026-07-19,Konkan,Sindhudurg,Kudal,Kasal
D3702,B1559,Rice,Karjat-3,77.51,5324.13,Looking for fresh Rice for wholesale procurement.,2026-08-25,2026-10-19,Konkan,Sindhudurg,Vengurla,Parule
D3703,B3902,Chickoo,Kalipatti,21.05,2539.68,Sourcing Chickoo in bulk for our processing unit.,2026-08-18,2026-08-29,Konkan,Thane,Bhiwandi,Ambardi
D3704,B3933,Coconut,Pratap,6.82,4976.3,Requirement raised for Coconut to meet upcoming production schedule.,2026-05-29,2026-06-13,Konkan,Sindhudurg,Vaibhavwadi,Nadhavade
D3705,B0623,Vari,Local Bhagar landrace,62.19,4563.68,"Procurement need for good quality Vari, open to multiple sellers.",2026-05-08,2026-08-16,Konkan,Palghar,Vikramgad,Balapur
D3706,B0477,Jowar,Not Specified,51.52,2604.87,Sourcing Jowar in bulk for our processing unit.,2026-08-06,2026-10-22,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Vaijapur,Shioor
D3707,B3053,Vari,Konkan local Vari landrace,25.78,3821.7,Sourcing Vari in bulk for our processing unit.,2026-06-18,2026-09-18,Western Maharashtra (Desh),Satara,Satara,Agudewadi
D3708,B2733,Jowar,Not Specified,36.8,3458.83,Seeking regular Jowar supply from nearby farmers.,2026-08-22,2026-12-11,Vidarbha,Wardha,Wardha,Salod (Hirapur)
D3709,B1067,Groundnut,Not Specified,36.41,5670.25,Looking to procure Groundnut for institutional buyers.,2026-08-22,2026-12-10,Western Maharashtra (Desh),Sangli,Palus,Andhali
D3710,B0111,Ragi,Not Specified,5.21,3585.1,"Standing requirement for Ragi, quantity flexible based on quality.",2026-08-05,2026-09-07,Konkan,Thane,Bhiwandi,Anjur
D3711,B0491,Ragi,Not Specified,29.67,3792.84,Looking to procure Ragi for institutional buyers.,2026-06-21,2026-09-07,Konkan,Raigad,Mangaon,Adghar
D3712,B0638,Maize,Pratap Hybrid-1,41.05,2377.54,Buyer looking to purchase Maize directly from farmers.,2026-08-15,2026-09-19,Khandesh,Nandurbar,Akkalkuwa,Molgi
D3713,B0711,Udid,TAU-1,42.24,8826.35,Need consistent Udid supply for ongoing operations.,2026-08-10,2026-10-09,Konkan,Palghar,Vikramgad,Balapur
D3714,B3292,Sugarcane,Co 94012,432.25,450.38,Buyer looking to purchase Sugarcane directly from farmers.,2026-08-22,2026-11-20,Western Maharashtra (Desh),Pune,Junnar,Ajanawale
D3715,B3346,Bajra,ICTP-8203,26.42,3230.81,"Standing requirement for Bajra, quantity flexible based on quality.",2026-06-27,2026-10-15,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Sangamner,Sakur
D3716,B3141,Wheat,NIAW-34,52.22,2056.58,Requirement raised for Wheat to meet upcoming production schedule.,2026-08-03,2026-10-14,Marathwada,Jalna,Partur,Watur
D3717,B3311,Areca Nut,Sumangala,4.82,49449.06,Bulk Areca Nut requirement for processing.,2026-06-09,2026-06-29,Konkan,Sindhudurg,Vengurla,Karli
D3718,B1907,Ragi,Not Specified,4.17,3083.82,Sourcing Ragi for export-quality grading and packaging.,2026-05-27,2026-08-14,Konkan,Thane,Ambarnath,Chinchpada
D3719,B2342,Ragi,Not Specified,13.98,4236.84,Looking to procure Ragi for institutional buyers.,2026-06-04,2026-09-05,Konkan,Ratnagiri,Chiplun,Ketki
D3720,B3460,Chickoo,Cricket Ball,6.01,1978.43,Bulk Chickoo requirement for processing.,2026-05-31,2026-06-15,Konkan,Palghar,Vasai,Bhatane
D3721,B4358,Rice,Ambemohar,37.0,3957.19,"Procurement need for good quality Rice, open to multiple sellers.",2026-05-31,2026-09-08,Khandesh,Nashik,Malegaon,Pimpalgaon
D3722,B0740,Field Beans,Local Konkan landrace,10.18,3962.26,Sourcing Field Beans in bulk for our processing unit.,2026-08-14,2026-08-24,Konkan,Raigad,Uran,Bandhpada
D3723,B1540,Udid,TAU-1,27.5,6514.82,Sourcing Udid for export-quality grading and packaging.,2026-08-18,2026-10-03,Konkan,Palghar,Dahanu,Bordi
D3724,B1851,Tur,Not Specified,39.22,6302.11,Requirement raised for Tur to meet upcoming production schedule.,2026-08-26,2026-11-27,Marathwada,Beed,Parli,Parli (Rural)
D3725,B3329,Gram,Vijay,40.05,4918.56,Bulk Gram requirement for processing.,2026-08-25,2026-11-04,Marathwada,Latur,Deoni,Batanpur
D3726,B0626,Field Beans,Konkan Val landrace,4.73,3700.49,Requirement raised for Field Beans to meet upcoming production schedule.,2026-05-28,2026-07-03,Konkan,Raigad,Panvel,Barwai
D3727,B2608,Sunflower,KBSH-1,33.42,8065.5,Inviting offers for Sunflower from farmers in the region.,2026-08-09,2026-10-19,Vidarbha,Buldhana,Jalgaon Jamod,Asalgaon
D3728,B1375,Turmeric,Not Specified,17.03,15228.73,Requirement raised for Turmeric to meet upcoming production schedule.,2026-08-19,2026-09-01,Western Maharashtra (Desh),Sangli,Palus,Andhali
D3729,B4730,Gram,Digvijay,68.86,6897.27,Inviting offers for Gram from farmers in the region.,2026-08-26,2026-11-01,Marathwada,Latur,Latur,Wadi Wagholi
D3730,B2958,Tur,Not Specified,62.29,8870.0,Bulk Tur requirement for processing.,2026-06-23,2026-08-31,Marathwada,Hingoli,Kalamnuri,Shewala
D3731,B1457,Linseed,NL-97,60.53,5764.21,"Procurement need for good quality Linseed, open to multiple sellers.",2026-06-14,2026-09-20,Vidarbha,Gadchiroli,Armori,Churmura
D3732,B0752,Udid,BDU-1,57.63,9596.28,Inviting offers for Udid from farmers in the region.,2026-05-09,2026-07-06,Konkan,Thane,Murbad,Deogaon
D3733,B3156,Wheat,NIAW-34,51.94,3429.16,Seeking regular Wheat supply from nearby farmers.,2026-06-14,2026-07-29,Marathwada,Nanded,Kinwat,Islapur
D3734,B0843,Wheat,Not Specified,62.71,2849.85,Sourcing Wheat for export-quality grading and packaging.,2026-08-16,2026-09-16,Marathwada,Nanded,Loha,Kalambar Bk.
D3735,B0833,Field Beans,Local Konkan landrace,9.74,5140.25,Sourcing Field Beans in bulk for our processing unit.,2026-05-12,2026-05-27,Konkan,Raigad,Karjat,Khanand
D3736,B2423,Wheat,Not Specified,13.55,2388.48,Requirement raised for Wheat to meet upcoming production schedule.,2026-08-19,2026-10-28,Vidarbha,Bhandara,Pauni,Adyal
D3737,B2970,Rice,Ambemohar,91.48,3988.81,Looking for fresh Rice for wholesale procurement.,2026-05-27,2026-07-30,Konkan,Sindhudurg,Sawantwadi,Amboli
D3738,B2432,Jowar,Phule Vasudha,44.15,5281.21,Bulk Jowar requirement for processing.,2026-08-20,2026-12-01,Western Maharashtra (Desh),Pune,Baramati,Anjangaon
